loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-100463,B-30475,VA,2023-04-30,2053-04-30,464635.74,131717.59,6.277,360,CA,CASH_OUT,B,10+ years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100841,B-84993,FHA,2018-04-01,2028-03-31,154089.48,115523.04,3.928,120,MI,PURCHASE,B,4-7 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-04,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100650,B-46748,CONVENTIONAL,2015-11-02,2025-11-01,153756.27,101501.32,7.193,120,NC,CASH_OUT,A,1-3 years,$150k+,CURRENT,0,Servicer_B,2024-02-25,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100957,B-67561,VA,2017-07-22,2027-07-23,59747.64,49735.45,4.122,120,NY,REFINANCE,C,8-10 years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-07,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100839,B-98581,VA,2020-05-28,2030-05-28,235419.07,143017.8,2.723,120,PA,PURCHASE,A,10+ years,$150k+,CURRENT,0,Servicer_C,2024-01-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100585,B-36019,VA,2023-02-24,2033-02-24,264323.82,80359.01,7.468,120,NC,REFINANCE,A,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-24,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100496,B-76000,FHA,2016-01-11,2046-01-11,200785.27,131453.32,6.239,360,CA,PURCHASE,A,10+ years,$0-$50k,DELINQUENT,81,Servicer_C,2024-01-26,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100826,B-70208,JUMBO,2022-10-14,2037-10-14,174935.39,127967.06,7.419,180,OH,PURCHASE,A,4-7 years,$50k-$100k,CURRENT,0,Servicer_C,2024-01-05,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100561,B-57318,FHA,2016-03-19,2031-03-21,96675.58,33196.75,4.056,180,OH,CASH_OUT,A,1-3 years,$150k+,CURRENT,0,Servicer_A,2024-02-03,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100478,B-89003,JUMBO,2017-05-19,2047-05-20,347622.13,146119.47,4.634,360,CA,CASH_OUT,C,8-10 years,$150k+,DELINQUENT,71,Servicer_C,2024-02-17,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100145,B-22326,CONVENTIONAL,2016-12-01,2031-12-02,205226.02,23309.51,4.445,180,FL,CASH_OUT,B,10+ years,$50k-$100k,DELINQUENT,71,Servicer_A,2024-01-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100664,B-22241,JUMBO,2023-04-20,2033-04-20,383600.91,69228.98,5.068,120,NY,CASH_OUT,A,4-7 years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100764,B-72621,FHA,2019-08-18,2029-08-18,264822.0,40340.93,5.562,120,PA,REFINANCE,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100879,B-21422,CONVENTIONAL,2016-10-27,2046-10-29,435763.09,258492.61,5.31,360,GA,PURCHASE,B,4-7 years,$150k+,DELINQUENT,46,Servicer_C,2024-02-14,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100124,B-81534,VA,2019-12-25,2034-12-25,229915.86,213853.56,4.379,180,IL,PURCHASE,D,10+ years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-10,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100965,B-86147,CONVENTIONAL,2018-08-30,2033-08-30,308061.15,127646.31,5.304,180,NY,PURCHASE,C,10+ years,$0-$50k,CURRENT,0,Servicer_A,2024-01-23,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100660,B-95526,VA,2021-05-12,2051-05-13,263189.62,27236.25,3.585,360,NY,CASH_OUT,D,10+ years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-18,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100516,B-40531,JUMBO,2015-08-09,2045-08-09,179296.49,106066.85,5.354,360,IL,PURCHASE,D,10+ years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-05,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100886,B-79912,FHA,2018-04-19,2048-04-19,492177.03,196449.36,2.624,360,TX,REFINANCE,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-28,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100490,B-68686,VA,2015-12-02,2045-12-02,179343.5,58787.52,3.093,360,OH,CASH_OUT,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-02-03,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100164,B-81932,JUMBO,2023-04-22,2053-04-22,194317.83,116559.78,3.688,360,NY,CASH_OUT,A,8-10 years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-08,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100160,B-58096,FHA,2015-04-10,2025-04-10,200946.1,157461.69,4.304,120,NC,PURCHASE,D,4-7 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-02,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100391,B-62485,JUMBO,2017-04-29,2047-04-30,491615.13,395569.04,3.182,360,FL,CASH_OUT,D,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-26,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100671,B-68124,JUMBO,2015-06-15,2045-06-16,386575.42,262054.82,6.426,360,PA,PURCHASE,C,< 1 year,$100k-$150k,CURRENT,0,Servicer_C,2024-01-27,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100956,B-69463,FHA,2018-12-13,2033-12-13,475812.77,438972.08,4.329,180,NC,CASH_OUT,D,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-23,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100275,B-85954,JUMBO,2020-05-22,2035-05-23,178594.94,135431.65,6.378,180,FL,PURCHASE,D,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-21,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100302,B-67522,VA,2019-02-07,2034-02-07,258972.96,80481.26,3.032,180,OH,REFINANCE,B,< 1 year,$0-$50k,CURRENT,0,Servicer_A,2024-02-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100347,B-15120,FHA,2015-03-31,2030-03-31,287700.44,61492.62,6.2,180,NY,CASH_OUT,C,< 1 year,$0-$50k,DELINQUENT,56,Servicer_A,2024-01-19,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100266,B-33910,JUMBO,2020-11-05,2035-11-06,431051.15,243418.92,7.497,180,OH,CASH_OUT,A,4-7 years,$100k-$150k,CURRENT,0,Servicer_C,2024-01-30,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100233,B-52902,JUMBO,2021-10-25,2036-10-25,144110.61,112165.23,6.084,180,NC,PURCHASE,C,1-3 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-02,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100653,B-88039,CONVENTIONAL,2015-10-04,2025-10-04,266313.2,24988.1,3.399,120,TX,REFINANCE,B,10+ years,$150k+,CURRENT,0,Servicer_A,2024-02-03,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100531,B-50178,VA,2022-09-23,2037-09-23,253213.54,111778.49,2.722,180,GA,CASH_OUT,D,4-7 years,$50k-$100k,CURRENT,0,Servicer_A,2024-02-14,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100522,B-93312,JUMBO,2017-09-14,2032-09-14,259018.99,124261.33,7.124,180,GA,CASH_OUT,D,8-10 years,$150k+,DELINQUENT,52,Servicer_B,2024-02-18,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100837,B-63991,CONVENTIONAL,2022-09-27,2032-09-27,300316.4,123850.32,6.606,120,OH,CASH_OUT,A,1-3 years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100912,B-90742,FHA,2018-04-05,2033-04-05,442682.78,154274.62,6.954,180,NC,REFINANCE,C,1-3 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-08,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100458,B-19905,CONVENTIONAL,2016-12-21,2026-12-22,443007.17,260833.27,3.37,120,OH,PURCHASE,C,< 1 year,$0-$50k,CURRENT,0,Servicer_A,2024-01-07,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100831,B-47872,FHA,2022-12-29,2052-12-29,174012.78,43169.31,3.233,360,FL,REFINANCE,D,10+ years,$150k+,CURRENT,0,Servicer_A,2024-01-05,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100714,B-11540,VA,2021-01-06,2031-01-07,428176.98,335557.09,5.986,120,MI,CASH_OUT,A,< 1 year,$100k-$150k,CURRENT,0,Servicer_A,2024-02-19,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100064,B-84329,CONVENTIONAL,2016-03-29,2026-03-30,160161.01,70204.1,2.806,120,PA,REFINANCE,A,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-01-16,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100204,B-40432,JUMBO,2015-10-18,2030-10-18,103470.13,93988.47,7.059,180,IL,REFINANCE,C,1-3 years,$150k+,DELINQUENT,76,Servicer_B,2024-02-05,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100162,B-58883,FHA,2019-12-01,2049-12-01,310825.51,124083.92,2.612,360,FL,CASH_OUT,A,10+ years,$150k+,CURRENT,0,Servicer_C,2024-01-28,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100672,B-55693,CONVENTIONAL,2015-06-19,2030-06-20,169267.31,98359.15,6.016,180,GA,CASH_OUT,C,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100129,B-54217,CONVENTIONAL,2017-05-13,2047-05-15,87836.84,49050.71,6.787,360,NC,PURCHASE,B,< 1 year,$50k-$100k,CURRENT,0,Servicer_A,2024-02-13,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100357,B-79061,JUMBO,2018-02-06,2048-02-08,323957.43,186020.75,4.472,360,PA,PURCHASE,D,1-3 years,$0-$50k,DELINQUENT,64,Servicer_B,2024-01-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100153,B-16969,JUMBO,2019-05-18,2034-05-18,335200.5,183543.01,6.046,180,FL,CASH_OUT,B,< 1 year,$100k-$150k,CURRENT,0,Servicer_A,2024-02-11,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100999,B-52551,JUMBO,2016-11-14,2031-11-15,339837.7,142505.32,2.567,180,PA,PURCHASE,A,4-7 years,$0-$50k,CURRENT,45,Servicer_B,2024-01-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100514,B-37745,JUMBO,2020-10-19,2050-10-20,249976.69,32141.75,3.752,360,OH,CASH_OUT,B,8-10 years,$150k+,DELINQUENT,51,Servicer_C,2024-02-21,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100295,B-58070,VA,2016-01-29,2026-01-29,210874.09,163880.51,5.316,120,MI,REFINANCE,A,10+ years,$0-$50k,CURRENT,0,Servicer_A,2024-01-31,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100775,B-27924,FHA,2019-03-02,2010-01-01,410602.21,103602.62,5.83,120,IL,PURCHASE,B,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-25,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100644,B-54448,FHA,2022-04-28,2032-04-28,261189.85,176643.65,3.696,120,PA,PURCHASE,D,1-3 years,$0-$50k,CURRENT,0,Servicer_A,2024-02-09,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100995,B-54884,CONVENTIONAL,2023-10-07,2053-10-07,119666.52,19725.12,6.513,360,OH,PURCHASE,C,1-3 years,$150k+,CURRENT,0,Servicer_B,2024-02-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100460,B-74728,CONVENTIONAL,2021-12-20,2051-12-21,242667.81,174170.7,6.785,360,NC,REFINANCE,A,8-10 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-22,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100462,B-96333,CONVENTIONAL,2018-10-15,2028-10-15,241020.11,116671.91,3.162,120,TX,CASH_OUT,C,1-3 years,$50k-$100k,CURRENT,0,Servicer_A,2024-02-02,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100439,B-38740,VA,2023-08-21,2038-08-21,292634.38,42668.67,5.512,180,FL,CASH_OUT,B,1-3 years,$100k-$150k,DELINQUENT,38,Servicer_B,2024-02-28,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100097,B-39299,VA,2019-01-31,2034-02-01,129068.79,82284.46,6.233,180,IL,PURCHASE,C,8-10 years,$0-$50k,CURRENT,0,Servicer_B,2024-02-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100088,B-86781,VA,2023-07-23,2053-07-23,257505.43,80379.21,6.263,360,FL,REFINANCE,D,< 1 year,$150k+,CURRENT,0,Servicer_C,2024-02-29,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100287,B-97537,VA,2016-01-02,2031-01-02,444690.34,277887.21,6.195,180,CA,REFINANCE,A,10+ years,$0-$50k,CURRENT,45,Servicer_C,2024-01-31,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100823,B-33498,JUMBO,2019-07-14,2029-07-14,133217.34,12486.06,7.192,120,NC,CASH_OUT,C,1-3 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-13,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100109,B-39930,JUMBO,2019-10-29,2029-10-29,430311.91,48087.59,3.312,120,TX,REFINANCE,B,4-7 years,$100k-$150k,CURRENT,0,Servicer_B,2024-01-10,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100430,B-69164,FHA,2021-12-18,2031-12-18,239236.21,30075.71,2.683,120,CA,CASH_OUT,C,10+ years,$0-$50k,CURRENT,0,Servicer_B,2024-02-03,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100157,B-52189,FHA,2016-02-13,2046-02-13,214794.57,140085.95,4.582,360,OH,CASH_OUT,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-02-16,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100808,B-57372,CONVENTIONAL,2017-02-12,2047-02-13,203523.85,32463.33,4.811,360,MI,REFINANCE,D,4-7 years,$0-$50k,CURRENT,0,Servicer_A,2024-02-10,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100602,B-40630,VA,2022-12-19,2032-12-19,50927.73,25354.23,6.118,120,IL,PURCHASE,D,4-7 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-04,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100728,B-83756,FHA,2018-05-04,2033-05-04,51851.57,36573.21,2.773,180,MI,CASH_OUT,C,1-3 years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-10,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100810,B-64465,JUMBO,2020-05-29,2050-05-30,292071.61,167681.74,6.887,360,GA,PURCHASE,B,8-10 years,$0-$50k,CURRENT,0,Servicer_C,2024-02-05,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100663,B-18198,JUMBO,2019-02-03,2049-02-04,342434.29,87648.33,5.697,360,TX,CASH_OUT,C,10+ years,$100k-$150k,CURRENT,0,Servicer_C,2024-02-09,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100310,B-27228,CONVENTIONAL,2017-04-30,2027-04-30,449881.47,364849.51,4.856,120,NY,CASH_OUT,C,1-3 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-27,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100932,B-56137,JUMBO,2017-03-14,2027-03-14,323074.82,164289.8,3.837,120,PA,PURCHASE,C,8-10 years,$150k+,DELINQUENT,55,Servicer_A,2024-02-24,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100861,B-89437,JUMBO,2021-05-28,2051-05-29,231661.55,185590.04,5.691,360,NC,PURCHASE,B,< 1 year,$150k+,DELINQUENT,43,Servicer_C,2024-02-21,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100719,B-86192,VA,2017-09-27,2027-09-28,250039.03,142228.59,4.364,120,XX,REFINANCE,A,4-7 years,$0-$50k,CURRENT,0,Servicer_C,2024-01-26,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100746,B-18344,JUMBO,2017-04-01,2032-04-01,53056.16,25514.68,2.911,180,MI,REFINANCE,C,1-3 years,$150k+,CURRENT,0,Servicer_B,2024-02-29,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100971,B-81402,CONVENTIONAL,2019-02-09,2034-02-09,489519.47,145575.7,5.829,180,NY,PURCHASE,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-02-05,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100553,B-96609,CONVENTIONAL,2015-10-12,2025-10-12,77375.28,14252.23,6.154,120,GA,PURCHASE,D,1-3 years,$50k-$100k,CURRENT,0,Servicer_B,2024-02-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100158,B-51170,FHA,2015-08-06,2030-08-06,132399.56,19995.15,4.577,180,OH,CASH_OUT,D,10+ years,$100k-$150k,CURRENT,0,Servicer_A,2024-01-01,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100665,B-17294,JUMBO,2015-01-01,2025-01-01,332562.92,184015.83,7.208,120,FL,PURCHASE,D,4-7 years,$0-$50k,DELINQUENT,67,Servicer_C,2024-01-23,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100987,B-77432,CONVENTIONAL,2016-01-29,2046-01-29,287306.59,297306.59,3.6,360,NY,CASH_OUT,C,10+ years,$150k+,CURRENT,0,Servicer_A,2024-01-22,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100526,B-51738,FHA,2023-04-10,2033-04-10,226881.78,56097.27,5.08,120,GA,PURCHASE,C,10+ years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-10,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100051,B-17880,VA,2022-07-25,2032-07-25,67641.08,35918.67,3.444,120,GA,REFINANCE,B,4-7 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-04,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100020,B-97283,JUMBO,2023-03-15,2038-03-16,444662.39,283715.05,6.078,180,TX,REFINANCE,A,4-7 years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100903,B-87404,FHA,2021-08-03,2051-08-04,411893.64,219210.89,2.617,360,GA,REFINANCE,C,1-3 years,$150k+,CURRENT,0,Servicer_A,2024-01-02,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100993,B-13427,VA,2015-11-02,2025-11-02,481237.61,60702.37,5.422,120,OH,REFINANCE,B,8-10 years,$50k-$100k,DELINQUENT,88,Servicer_B,2024-02-16,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100489,B-46493,FHA,2023-02-04,2033-02-04,368485.4,209423.24,2.681,120,FL,CASH_OUT,C,10+ years,$50k-$100k,CURRENT,0,Servicer_C,2024-02-05,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100388,B-40669,JUMBO,2016-09-11,2026-09-12,287006.99,147036.69,5.146,120,NY,PURCHASE,D,10+ years,$0-$50k,CURRENT,0,Servicer_A,2024-01-06,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100743,B-10598,FHA,2021-07-29,2036-07-29,284805.33,165765.47,2.854,180,TX,PURCHASE,B,8-10 years,$150k+,CURRENT,0,Servicer_A,2024-01-01,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100500,B-80204,JUMBO,2022-05-16,2037-05-16,207586.44,127544.79,5.796,180,NY,CASH_OUT,A,8-10 years,$100k-$150k,CURRENT,0,Servicer_B,2024-02-20,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100242,B-82650,CONVENTIONAL,2022-01-03,2052-01-05,418906.9,256189.72,4.955,360,GA,PURCHASE,C,4-7 years,$150k+,CURRENT,0,Servicer_A,2024-01-04,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100278,B-68168,JUMBO,2019-02-03,2049-02-04,376605.63,93827.44,6.279,360,MI,CASH_OUT,D,< 1 year,$50k-$100k,CURRENT,0,Servicer_C,2024-02-15,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100374,B-11244,CONVENTIONAL,2022-06-24,2037-06-24,159568.35,129344.61,6.945,180,GA,CASH_OUT,D,1-3 years,$0-$50k,CURRENT,0,Servicer_B,2024-01-13,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100207,B-14884,JUMBO,2023-12-19,2010-01-01,414775.75,190712.75,4.401,120,FL,PURCHASE,D,4-7 years,$150k+,CURRENT,0,Servicer_A,2024-01-26,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100488,B-43026,FHA,2015-07-08,2030-07-09,178848.83,108866.65,2.818,180,FL,REFINANCE,C,1-3 years,$100k-$150k,CURRENT,0,Servicer_A,2024-02-14,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100609,B-77687,JUMBO,2020-08-31,2030-08-31,434827.34,124909.11,4.557,120,IL,REFINANCE,D,1-3 years,$150k+,CURRENT,0,Servicer_C,2024-02-12,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100499,B-29929,VA,2017-05-05,2027-05-05,294822.05,93801.5,6.512,120,MI,CASH_OUT,C,< 1 year,$50k-$100k,CURRENT,0,Servicer_B,2024-01-27,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100422,B-57570,JUMBO,2015-10-17,2025-10-16,318248.11,75064.99,5.937,120,IL,CASH_OUT,C,8-10 years,$50k-$100k,CURRENT,0,Servicer_A,2024-01-27,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100306,B-75223,JUMBO,2021-01-16,2036-01-18,436210.47,254841.23,2.942,180,TX,REFINANCE,B,1-3 years,$150k+,CURRENT,0,Servicer_B,2024-01-23,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
L-100445,B-78223,VA,2017-09-02,2027-09-03,168834.75,109081.08,6.005,120,IL,REFINANCE,D,1-3 years,$50k-$100k,CURRENT,0,Servicer_B,2024-01-18,2026-09-14T16:24:39,AVAILABLE,SERVICER_DB
